﻿name,lyric
秒殺(FEATING.ENERGY),/怪獸/阿信NaNa　NaNaNaNa　NaNaNaNaNa手機　才震動一下　靈魂　就閃神一下命運　也好玩一下　是她　一定是她喂喂　果然就是她　瞬間　心臟在爆炸愛上　就騎虎難下　就投降　就愛吧Rap:她　每次出現　都是神話不花一秒　全場焦點　通通是她她她她她　不知不覺　又被秒殺One Two Three Four啦啦啦啦啦　是誰比殺還要殺啦啦啦啦啦　瞬間就把我秒殺啦啦啦啦啦　忘記了我要害怕啦啦啦啦啦　眼神就把我秒殺(請你把我秒殺)以為　她像是沙拉　結果　她卻是麻辣配上　天真的臉頰　是她　一定是她 在   愛情　逃不了天涯　英雄　就讓我瀟灑歡迎　真的木馬　就投降　就愛吧Rap:她　每次出現　都是神話完美的像　羅浮宮的　一幅名畫放下狠話　不敢愛的　就是俗辣One Two Three FourRap:她　每次出現　都是神話完美的像　羅浮宮的　一幅名畫放下狠話　不敢愛的　就是俗辣我不是不是不是　不是俗辣因為她　每次出現　都是神話不花一秒　全場焦點　通通是她她她她她　不知不覺　又被秒殺One Two Three Four
突然好想你,最怕空氣突然安靜 最怕朋友突然的關心最怕回憶 突然翻滾絞痛著不平息 最怕突然 聽到你的消息想念如果會有聲音 不願那是悲傷的哭泣事到如今 終於讓自己屬於我自己 只剩眼淚 還騙不過自己突然好想你 你會在哪裡 過得快樂或委屈突然好想你 突然鋒利的回憶 突然模糊的眼睛我們像一首最美麗的歌曲 變成兩部悲傷的電影為什麼你 帶我走過最難忘的旅行 然後留下 最痛的紀念品 在   我們 那麼甜那麼美那麼相信 那麼瘋那麼熱烈的曾經為何我們還是要奔向各自的幸福和遺憾中老去突然好想你 你會在哪裡 過得快樂或委屈突然好想你 突然鋒利的回憶 突然模糊的眼睛最怕空氣突然安靜 最怕朋友突然的關心最怕回憶 突然翻滾絞痛著不平息 最怕突然 聽到你的消息最怕此生 已經決心自己過沒有你 卻又突然 聽到你的消息[ti:突然好想你][ar:][al:創造小巨蛋DNA LIVE][by:檀星洲][t_time:(04:28)]
笑忘歌,屋頂的天空是我們的 放學後夕陽也都會是我們的不會再讓步更多了唱一首屬於我們的歌 讓我們的傷都慢慢慢的癒合明天我又會是全新的 OH ~青春是手牽手坐上了 永不回頭的火車總有一天我們都老了 不會遺憾就OK了傷心的 都忘記了 只記得這首笑忘歌那一年天空很高 風很清澈 從頭到腳趾都快樂我和你 都約好了 要再唱這首笑忘歌這一生志願只要平凡快樂 誰說這樣不偉大呢自己和自己打一架了 想通想不通反正就是這樣了不會再流淚更多了有多少錯誤重蹈覆轍 有多少苦痛還不是都過來了 在   想起來甚至還會笑呢 OH ~青春是人生的實驗課 錯也錯的很值得就算某天唱起這首歌 眼眶會有一點濕熱傷心的 都忘記了 只記得這首笑忘歌那一年天空很高 風很清澈 從頭到腳趾都快樂我和你 都約好了 要再唱這首笑忘歌這一生志願只要平凡快樂 誰說這樣不偉大呢傷心的 都忘記了 只記得這首笑忘歌那一年天空很高 風很清澈 從頭到腳趾都快樂我和你 都約好了 要再唱這首笑忘歌這一生志願只要平凡快樂 誰說這樣不偉大呢這一生志願只要平凡快樂 誰說這樣不偉大呢誰說這樣不偉大呢 ~
笨小孩,寧靜的小村外 有一個笨小孩 出生在陸零年代十來歲到城市 不怕那太陽曬 努力在柒零年代發現呀 城市裡朋友們不用去灌溉花自然會開轉眼間那麼快 這一個笨小孩 又到了捌零年代三十歲到頭來 不算好也不壞 經過了玖零年代最無奈 他自己總是會慢人家一拍沒有錢在那口袋哎呀 往著胸口拍一拍呀勇敢站起來　不用心情太壞哎呀 向著天空拜一拜呀 在   別想不開　老天自有安排他們說城市裡 男不壞女不愛 怎麼想也不明白媽媽說真心愛 會愛得很精彩 結果我沒有女孩笨小孩 依然是堅強得像石頭一塊只是晚上寂寞難耐哎呀 往著胸口拍一拍呀勇敢站起來　管它上天下海哎呀 向著天空拜一拜呀別想不開　老天自有安排老天愛笨小孩[ti:笨小孩]--歌名[ar: & 吳宗憲]--演唱者[al:台中演唱會》]--專輯名稱[by:陸戰健兒]
第二人生,你聽到鬧鐘聲 你推開了抱枕 你醒在 無盡的 疲倦的人生英雄沒有出現 奇蹟沒有發生 你只有 苦澀的 即溶咖啡粉你天天看新聞 在等什麼發生 讓人生 再從頭 再起死回生地心沒有沸騰 隕石沒有傾盆 只有你 和日子 長滿了灰塵期待一趟旅程 精采萬分 你卻還在等等到荒廢青春 用盡體溫 才開始悔恨期待一種永恆 卻怕傷痕 怕碎骨粉身最後還是一個人 沒有神 你孤獨的生存你才剛出了門 你就開始在等 你等著 快回家 回你的圍城命運如果有門 名字就叫心門 並不是 能不能 而是肯不肯生命不是過程 而是美麗旅程 風景有 亮和暗 也有愛和恨第一站叫天真 第二站叫青春 下一站 的名字 等你去確認期待一趟旅程 精采萬分 你卻還在等等到荒廢青春 用盡體溫 才開始悔恨期待一種永恆 即使傷痕 也奮不顧身 在   也許會有一個人 陪著你 向新人生啟程每個靈魂 每個人 每次 劫後餘生每個心跳 每滴淚 在等 絕處逢生如果命運註定你的誕生 如果末日始終沒有發生不要等到來生 讓此時此刻 能不虛此生期待一趟旅程 精采萬分 你不該再等別到荒廢青春 用盡體溫 才開始悔恨期待一種永恆 即使傷痕 也奮不顧身生命還沒有黃昏 下一站 你的第二人生你的第二人生Midi program：阿信+怪獸+阿璞(八三夭)鍵盤演奏：周恒毅和聲+可樂 Cola Kai[ti:]第二人生[ar:][al:]第二人生[by:]路人川
米老鼠,一身黑皮膚 白手套紅短褲一雙大大耳朵 隨時在 向人打招呼他是我朋友 陪我笑 陪我哭尤其是當我 當我最無助 有他 聽著我傾訴夢中 城堡裡面跳舞醒了 世界依然殘酷以為我愛著孤獨 以為自己不會迷路以為自己跟自己 再不用誰照顧 在   以為我愛著孤獨 卻又 崩潰的無助誰能讓我擁抱著 盡情的哭讓我唯一的朋友 不是老鼠誰是草莓族 你才是榴槤族一身傷人頑固 傷害我 還要我不哭摩天輪停住 咖啡杯不跳舞孩子練習著 讓悲傷麻木 快樂 也開始麻木
約翰藍儂,+阿信天那年冬天　子彈　它給了你自由沒了　軀殼　就活在人們心中看著　今天　你會笑還是會搖頭整個世界　曾經　都跟著你作夢如今和平　依然在歌曲裡頭猜忌　戰火　還跟著我一起生活＃能不能暫時把你的勇氣給我　在夢想快消失的時候　讓我的歌　用力的穿過天空　為我愛的人做一秒英雄一顆紅豆　為何　想單挑這宇宙都要　怪你　在我心中播了種一把　吉他　就想對抗萬千炮火 在   玩著遊戲　出糗　喧鬧的攝影棚怪獸　石頭　默默的吐在廁所OK 再來　要世界為我們感動能不能暫時把你的勇氣給我　在夢想快消失的時候讓我的歌　用力的穿過天空　為愛我的人做一秒英雄＊能不能暫時把你的夢想給我　在勇氣快消失的時候　總有一天　要人們叫我披頭　最後沒成功　也做過最美的夢Repeat ＃,＊沒有遺憾　最美的夢
純真,楊門女將-女兒當自強片尾曲天長長的路上　我想我們是朋友　如果有期待我想最好是不說你總是微笑的　你總是不開口　世界被你掌握月亮繞地球　地球繞著太陽走　我以為世界是座寧靜的宇宙今晚的天空有一顆流星劃過　在預言著什麼在無聲之中你拉起了我的手　我怎麼感覺整個黑夜在震動耳朵裡我聽到了心跳的節奏　星星在閃爍　你怎麼說你心中一定有座濃霧的湖泊　任憑月光再皎潔照也照不透 在   你眼中閃爍湖面無邊的溫柔　那波光在誘惑在無聲之中你拉起了我的手　我怎麼感覺整個黑夜在震動耳朵裡我聽到了心跳的節奏　星星在閃爍　你會怎麼說在無聲之中你拉起了我的手　我怎麼感覺整個黑夜在震動耳朵裡我聽到了心跳的節奏　星星在閃爍　你會怎麼說你已經有他就不應該再有我　世界的純真此刻為你有迷惑我想我應該輕輕放開你的手　我卻沒有力氣這麼做
終於結束的起點,還記不記得 我和你 最初的相信還記不記得 孩子般 簡單的愛情我們彷彿天生在一起 用不完的默契和話題戴上了耳機 沉入曾經的 回憶幸福的回憶 是追求 幸福的天敵寂寞的問候 是加深 寂寞的陷阱當時無限珍藏的回憶 變成無處躲藏的雨季讓最小事情 都變成最痛 嘆息每一段傷痛的愛情 都困住兩顆想掙脫 傷痛的心如果說可惜 就在下一章 更珍惜也許一個勇敢的決定 能換兩個重生的約定「我們到了站」 這一站叫終於終於結束的起點終於寫下句點 終於我們告別終於我們又 回到原點流乾了眼淚 日日夜夜未來的我們 也許能說聲「好久不見。」愛情並不是 對與錯 簡單是非題相愛的兩人 不一定 能相守相依因為相愛所以在一起 因為深愛所以又分離約在下一站 車票是你我 勇氣 在   每一段遺憾的曾經 當時名字都叫憧憬 我們的心不能忘懷的 至少釋懷吧 在風裡「那些無法看破的嘆息 某天會是看淡的風景」雖然那風景 永遠有誰缺席終於結束的起點終於寫下句點 終於我們告別終於我們又 回到原點流乾了眼淚 日日夜夜未來的我們 也許能說聲好久不見 好久不見終於結束的起點終於寫下句點 終於我們告別終於我們又 回到原點流乾了眼淚 日日夜夜未來的我們 也許能說聲好久不見站在這起點其實沒有走遠 其實不願告別其實我心中 依然想念擁抱著遺憾 歲歲年年卻要在今天 頭也不回的告別昨天 奔向明天奔向明天不回頭 不眷戀 的明天[ti:終於結束的起點][ar:][al:自傳][by:GetNoTogether]
終結孤單,天約你你說不來　來了你又不high大家開開心心出來玩　你只埋頭吃飯如果你的孤單　只是你的習慣一直把你自己鎖起來　實在太不應該心情好　心情壞　怎麼開始　怎麼辦你有的不爽　讓我來分擔Everything will be alright.Tomorrow will be fine. 在   太陽依然燦爛　Hey　地球繼續轉Everything will be alright.Tomorrow will be fine.有我的陪伴　你再也不孤單(有我的陪伴　一起終結孤單)衛冕者接受挑戰　難免也會失敗人生雖然像一場比賽　還是要保持樂觀請你把頭抬起來　幫你把勇氣加滿有我這樣完美的朋友　High不High　當然很HighLa La La La La La>La La La La La La
羅密歐與茱麗葉,天而沒有轟轟烈烈劇情　而沒有朱門恩怨背景但是在兩人眼底心底　翻覆的天地而開始總是一場沉迷　而我在你家樓下等你於是我糊塗說出一句　不能沒有你唱過了一首又一首插曲　枕頭之上的漫長旅行我已經開始有點忘記　當初的原因有一種狂熱　讓我們生病　一場華麗而快樂的病睜開了雙眼　看不到東西　yeah~~其實是莎翁一場詭計　故事的終點不是殉情被困在童話之外我和你　要往哪裡去 在   而愛情本來就是種考驗　當耗盡所有激情與好奇上天給人們一些小甜蜜　和一卡車難題有一種狂熱　讓我們生病　一場華麗而快樂的病睜開了雙眼　看不到東西　yeah~~有一個漩渦　讓我們躲避　真實世界　有什麼刺激閉上了雙眼　卻看到了你　yeah~~多希望世界就快要消失　好讓我倆享受沒有明天即使是電光石火幻覺　羅密歐與茱麗葉
而我知道,天冰塊　還沒融化　你在看錶　我　笑的尷尬你說　最近很忙　改天聊吧那天　我在樓下　想了很久　想　你說的話你說　愛情很窄　世界很大(而我們應該長大)就這樣吧　就這樣吧我想我　聽懂你　話中的話*而我知道那真愛不一定能白頭到老而我知道有一天你可能就這麼走掉而我知道我知道這一切我全都知道我就是受不了 在   而我知道我們曾天真的一起哭和笑而我知道放開手但不知道怎麼忘掉而我知道你走了以後的每一分一秒卻還是這麼難熬微笑　緊緊咬牙　給你祝福　你　自由飛吧你說　溫室沒有燦爛的花(你總是很有想法)就這樣吧　就這樣吧我同意　可是我　淚如雨下repeat*
聖誕夜驚魂,天氣氛突然　就變得有點冷　我真笨說起話像雪人　製造浪漫　變成耍冷朋友都說　我長得很誠懇　又天真傻笑傻到出神　說完再見　突然你就踮起腳跟你的吻　我的驚魂　故事就突然發生你笑著　我說怎麼可能　原來世上真的有聖誕老人日子過得　悶悶悶悶悶悶悶　七個悶一週七天都悶　愛情快來　解救靈魂 在   感謝有你　讓平淡的世界　加了分你的一個眼神　我的心中　千軍萬馬勇敢狂奔＃你的吻　我的驚魂　故事就突然發生　你笑著　我說怎麼可能　原來世上真的有聖誕老人Repeat ＃會把愛的奇蹟給勇敢的人
聽不到,夜　黑夜　寂寞的夜裡氣　生氣　對自己生氣軟弱的電話　又打給你想　聽你　那邊的空氣有　什麼　精采的話題你還是溫柔　給我婉轉的距離＊我的聲音在笑　淚在飆　電話那頭的你可知道　世界若是那麼大　為何我要忘你　無處逃　我的聲音在笑　淚在飆　電話那頭的你可知道　世界若是那麼小　為何我的真心　你聽不到會　很會　偽裝我自己你　不該　背我的秘密 在   沈重都給我　微笑給你奔　狂奔　空曠的感情走　暴走　暴走的傷心透明的嘆息　最後還是我的秘密Repeat ＊你聽不到　你聽不到聽不到聽不到我的執著　撲通撲通一直在跳直到你有一天能夠明暸　我做得到我做得到Repeat ＊你聽不到　你聽不到　啦～～　你聽不到　你聽不到　你聽不到
能不能不要說,Don't Tell Me統一咖啡廣場主題曲天昨天的夜裡我夢到彩虹　乘著船　到了盡頭有一個寶箱上面刻著青春　打開了　裡面空空第一次　不記得什麼時候　有沒有　握他的手第一次　不需要想得太多　跟著感覺走就不會錯能不能　不要說　你想要的是什麼能不能　就愛我　不要問我為什麼十八歲的第一口啤酒　火箭發射　轟隆隆隆離開了那個擁擠的星球　飛向那　燦爛星空回頭看昨天苦苦的寂寞　突然間　像一個夢第一次　不記得什麼時候　有沒有　握她的手第一次　你應該也有感動　如果愛我就應該給我 在   能不能　不要說　你想要的是什麼能不能　就愛我　不要問我為什麼十八歲的第一口啤酒　火箭發射　轟隆隆隆(伊甸園裡偷吃了蘋果　天旋地轉　登陸月球)能不能　不要說　其實我不是不懂能不能　就愛我　然後不要太囉唆青春的滋味嚐的不夠　沒有瘋狂　怎麼能算活過(長大換來良心的沉默　所以我要　永遠是現在的我)得到容易　擁有太多　難就難在放手在那之前　在那之前　我要盡情享受第一次　不記得什麼時候有沒有　握他的手第一次　不需要想得太多　如果你愛我就應該給我能不能不要說[ti:能不能不要說(Don't Tell Me)][ar:][al:人生海海][by:Bark]
花,天這一生　這一次　為自己　抬起頭至少要　驕傲的　盛開過就狂舞如果吹狂風　就等待放晴的天空如果雨越下越大　節奏就更猛＊當風雨　都過去　迎著風　看天空 在   　不放棄　才能夠　有感動　這一生　這一次　為自己　抬起頭　至少要　驕傲的　盛開過有誰能聽到我心臟　有誰能聽到花綻放誰能誰懂誰聽見　音樂正來自四方Repeat ＊　＊
虛弱,pub 霓虹　跳舞　喝酒昇華墮落　找不到快樂的理由熱情冷漠幸福貧窮愛你愛我　都不愛比較不痛我要活在有你的世界中我要活在有你的春夏秋冬我還不能接受　一個人要怎麼過你離開的速度太從容狠心的力道太猛你還不能接受　聽不到我虛弱的請求
誰忘了愛我,我不要難過　這房間　七零八落就像我心情已好久沒　打掃過該做一些什麼　讓自己　好好的活我不要再被回憶挑撥　不知所措　總是　困擾著我你反覆的說　想停泊　但你割捨的　是我的自由是誰忘了愛我　是你或我　好人總是太軟弱夢醒了　剩什麼　一張憔悴面孔是誰忘了愛我　也許是我　學不會你的冷漠 在   你走了　我迷惑　也許這是我的錯我不考慮寂寞　讓時間　只往前走你忘了關好了水龍頭　淚還在流總是　困擾著我　無盡的失落難道說　愛上一個人　別給得太多是誰忘了愛我　竟然是我　也許你也曾想過要把握　卻失落　就當沒發生過是誰忘了愛我　原來是我　我要給自己承諾過去了　別再說　我想這是我的錯
諾亞方舟,再見 草莓甜甜圈 街角咖啡店 落下雨點再見 黑白老照片 回憶電影院 埋進地面再見 我們初識的那個公園 那天是誰先吻了誰 被誰遺忘的鞦韆再見 那麼多名車名錶名鞋 最後我們只能帶走 名為回憶的花園如果要告別 如果今夜就要和一切告別如果你只能打一通電話 你會撥給誰晚安 鸚鵡和孔雀 花豹和人類 望著海面晚安 底片和唱片 沉浮在浪間 就像詩篇晚安 自由女神漂到華爾街 我們在甲板上摸到 杜拜塔頂的塔尖晚安 海豚躍出西藏的屋簷 原來幻想中的這天 會比幻想更唯美還是要告別 還是放棄海拔以下的世界你會裝進什麼回憶紀念 在行李裡面終於要告別 終於沒有更多的明天要追你有什麼遺憾依然殘缺 還沒有完美當彗星燃燒天邊 隕石像雨點當輻射比陽光還要熾烈 在   當愛變得濃烈 當每段命運 更加壯烈當永遠變成一種遙遠 當句點變成一種觀點讓人類終於變成同類勇敢的告別 勇敢地向過去和未來告別告別每段血緣身分地位 聰明或愚昧最後的告別 最後一個心願是學會高飛飛在不存在的高山草原 星空和藍天讓 諾亞方舟 航向了 海平線讓 諾亞方舟 航向了 換日線讓 諾亞方舟 航向了 天際線讓 諾亞方舟 航向了 無限木吉他演奏：可樂 Cola Kai絃樂演奏：李琪北京室內樂團和聲+可樂 Cola Ka合唱：旺福+吳迪+小凱+阿沚
讓我照顧你,天坐在我身旁　你的心傷　不懂我也不想　但你的眼淚　下在我心臟回家的太陽　紅著眼眶　心疼你的模樣　影子的悲傷　也變的更長昨天誰讓你　受過傷　今天想要讓你　都遺忘＊是你　愛你讓我變得更強　為你戰鬥永不投降　讓我照顧你　我要讓雨停出太陽＃我　超越我自己的想像　風雨刀槍能為你擋　讓我照顧你　讓你未來放在我肩上新的冷笑話　巧克力糖　開始 在   為你收藏　最近連睡覺　手機也在手上幻想著未來　滿頭白髮　公園的長椅上　你也許會說　一聲謝謝我如果這一生　到盡頭　換你的這句話　很足夠是你　愛你讓我變得更強　為你戰鬥永不投降讓我照顧你　我要讓雨停出太陽我　超越我自己的想像　風雨刀槍能為你擋讓我照顧你　為你失去生命也輝煌Repeat ＊,＃
賭神,28天毀滅倒數-電影主題曲天獅子山下一間破屋發現了沉睡的一個箱子一筆天文數字　一本斑駁傳奇公海領域無風郵輪靜命運與我隔桌在對立煙霧瀰漫隱藏了殺機微笑回憶逃離家門的一九三七老人陪我一直在淋雨他說要嘛滾回家裡去要嘛就拼＊拼　一張底牌要決定一生傳奇或一身爛泥爛泥　不過就是一條命 在   好勝的自尊　我又放不低我說　冷靜　我沉住氣幸運　在我手心無法　去想　明天在哪昨天　我回不去一張燒餅和一路癡迷一種吉普賽式的尋覓一人一江湖一場風景一件風衣繁華背面黑街的場景我跟良心在演對手戲一個上帝怎麼能抵擋一萬種的貪慾＊
走火入魔,男聲：阿信女聲：丁噹對不起 剛才我 是不是聽錯還是我 想太多 想到了昏頭天氣 不錯 開了窗 吹走臉紅進一步 退一步 都害怕打破更不想 在原地 永遠作朋友給你 線索 也給我 勇敢藉口下定決心 沈默就讓沈默 為我們追究你和我 這一刻 無聲的 耳語交流卻突然震耳欲聾一字一句 一瞬間 走了火一天一點 一轉眼 入了魔忘了我從什麼時候忘了你為什麼能夠讓我一步一步 走火入魔 和我 在   一直猜 一直想 一直的揣摩一直到 你變成 甜蜜的心痛如果 可以 把如果 變成結果下定決心 執著就讓執著 為我們突破我和你 的小說 這時候 出現煙火讓情節充滿感動一字一句 一瞬間 走了火一天一點 一轉眼 入了魔忘了我從什麼時候忘了你為什麼能夠讓我一步一步 走火入魔一字一句 一瞬間 走了火一天一點 一轉眼 入了魔如果你有相同感受感受到有種突然的衝動放肆一次走火入魔 和我
起來,山山起來 我要你看得見 再大的風雨 要用力飛起來 或許你覺得累 記得我 在末日來臨之前海浪在退潮之前 將我消失在泡沫裡面我承受這份孤單 留下腳印在沙灘遠方燈火通明 讓海和天一樣黑微風吹動風帆 失去引力向前追突然間我才發現 前方燈塔已熄滅我又被影子拉回地面被夜晚冷卻的沙灘 快樂悲傷浮在上邊無法抗拒這味道 讓空氣分割我的臉忽然間我才了解 就在起飛的那一瞬間我不能獨自在海上漂浮於是我閉上眼睛去撫摸在黑暗中掙扎的光線於是我又開始這疼痛感覺起來 我要你看得見 再大的風雨 要用力飛起來 或許你覺得累 記得我 在末日來臨之前 在   感覺全身在顫抖 無法用心對齊妳我的腳步太多太快來不及去接受 太多太遠太過份執著鼓起勇氣才看見失去理由起來 我要你看得見 再大的風雨 要用力飛起來 或許你覺得累 記得我 在末日來臨之前起來 我要你看得見 再大的風雨 要用力飛起來 或許你覺得累 記得我 在末日來臨之前起來 起來 oh............起來 起來 oh............起來 起來~ oh............起來 起來~ oh............起來 起來~ 記得我 在末日來臨之前
超人,+阿信天世界如果被殘酷攻擊　只要給我一個電話亭把內褲當外衣　如果你能夠開心　展開披風　帶你飛行誰賜予我這一身　無助的能力神也不能阻擋　你想離開的心＃為什麼拯救地球　是那麼容易　為什麼束手無策啊　我和你的愛情　為什麼我能飛天　也能夠遁地　為什麼我卻沒辦法　長驅直入你的心曾經你讚美我手臂　逛街多能提　日日夜夜貼身保護你 在   最凶狠的怪獸　也不能與我為敵　那為何害怕你的淚滴我給了我這一幕　難堪的結局誰要這樣超人　連自己也救不起Repeat ＃為什麼拯救地球　是那麼容易　為什麼束手無策啊　我和你的愛情為什麼拯救地球　終於完美結局　為什麼　我只能夠　眼看著愛燃燒成　灰燼世界如果被殘酷攻擊　誰來接手我的超能力
超級偶像,三立超級偶像 黃金單曲天 阿信夭 阿璞文是不是能不要回去 回去我的平凡生活活在日復一日生活 我就像 是困獸有一種人只找藉口 而我只想找到出口抓不住風的我只能 抓緊我 麥克風一直一直在找一首歌 屬於我的歌一字一句完整說出 我的愛和痛是不是在你的心中 是不是會有一個我是不是我用力的唱 是不是你就會感動是不是在我的天空 是不是有一刻煙火不求作超級的偶像 但求一刻你能傾聽我是不是我心中追求 早已變成一種奢求就算奢求是一種錯 讓我錯 讓我夢誰不夢想萬人簇擁 誰不夢想變成傳說誰不夢想故事最後 被崇拜 被歌頌 在   一直一直在找一首歌 屬於我的歌一字一句完整說出 我的愛和痛是不是在你的心中 是不是會有一個我是不是我用力的唱 是不是你就會感動是不是在我的天空 是不是有一刻煙火不求作超級的偶像 但求一刻你能傾聽我誰能變成天王天后 誰卻還在天天等候誰的舞台正在等我是不是在你的心中 是不是會有一個我是不是我用力的唱 是不是你就會感動是不是在我的天空 是不是有一刻煙火不求作超級的偶像 但求一刻你能傾聽我
軋新車,宏/溫尚翊宏/溫尚翊是按怎阿花和阿嬌　攏無佳意我　我撇車技術一流　無人和我軋是按怎學校的老師　攏無疼痛我　是不是ABCD看無　卡憨就攏免教老爸老母歸工底罵　喋喋喋唸未知罵啥　是按怎哪會按呢　身邊的問題一攤這時陣上好來去軋車作陣來軋車　作陣來軋車　不管伊警察底抓　不管父母底罵只要我引擎驅落　無人可當甲我軋　在這我最緊　最ㄆㄚ　最大是怎樣今日觀眾攏底打拍仔　逐家看我一個親像Super Star　 La La LaLa La La La La La La　愈騎愈緊愈爽我想欲唱歌頭殼底飛　身軀底顫　風底吹我　心底流汗是按怎那會這爽　要瞭解我的感覺　這時陣上好作陣來去軋車
軋車,是按怎阿花和阿嬌　攏無佳意我　我撇車技術一流　無人和我軋是按怎學校的老師　攏無疼痛我　是不是ABCD看無　卡憨就攏免教老爸老母歸工底罵　喋喋喋唸未知罵啥　是按怎哪會按呢　身邊的問題一攤這時陣上好來去軋車作陣來軋車　作陣來軋車　不管伊警察底抓　不管父母底罵只要我引擎驅落　無人可當甲我軋　在這我最緊　最ㄆㄚ　最大今日觀眾攏底打拍仔　逐家看我一個親像Super Star　 La La LaLa La La La La La La　愈騎愈緊愈爽我想欲唱歌頭殼底飛　身軀底顫　風底吹我　心底流汗是按怎那會這爽　要瞭解我的感覺　這時陣上好作陣來去軋車
輕功,全家便利商店小吃系列主題曲最近很需要愛情　讓我這一生混亂　能平靜人在江湖　心不由己　這世界　又煩又黏膩你在哪裡　你在哪裡　一雙鞋　踏破了天地多想要　找到你　多想要　能飛簷走壁找到你　擁抱你　恨自己　不能飛到天上去常常打你的手機　常常像打到火星　沒回應 在   雖然科技始於人性　可是我　要真實的你摸到了雲　離開了地　長出了　蚱蜢的後勁＊多想要　找到你　多想要　能飛簷走壁　找到你　擁抱你　恨自己　不能飛上天去＃多想要　找到你　多想要　地心沒引力　找到你　擁抱你　再一步　愛恨都在我腳底Repeat ＊,＃ 感謝 Mdf yiu  修正歌詞
轉眼,轉眼走到了 自傳最終章已瀏覽所有 命運的風光混濁的瞳孔 風乾的皮囊也曾那般 花漾最愛的相片 讓你挑一張千萬個片刻 誰在你身旁那一年的我 曾和你一樣 飛揚惶惶不安 念念不忘 還是得放開雙掌掌心曾握著 誰的體溫 漸涼有沒有人 在某個地方等我重回 當初的模樣雙頰曾光滑 夜色曾沁涼世界曾瘋狂 愛情曾綻放有沒有人 依偎我身旁聽我傾訴 餘生的漫長在你的眼中 我似乎健忘因為我腦海 已有最難忘 最難遺忘在我的時代 還有唱片行如同博物館 裝滿了希望披頭與槍花 愛情和憂傷永遠驕傲 高唱成就如沙堡 生命如海浪浪花會掏盡 所有的幻象存款與樓房 掙扎與渴望 散場 在   回憶如窗 冷淚盈眶風景模糊如天堂孤單的大床 誰貼近我 臉龐有沒有人 也笑憶過往跌跌撞撞 當時的蠢樣最平凡日子 最卑微夢想何時才發現 最值得珍藏有沒有人 告訴我真相時間就是 最巨大的謊以為的日常 原來是無常生命的具象 原來只是幻象這是我自傳 最終章寫這首長詩 用一生時光軀殼會解脫 藥罐和空房我從嬰兒床 再走回光芒有沒有人 知道某種秘方不必永生 只要回憶不忘我不怕死亡 只害怕遺忘回憶是你我 生存的地方有沒有人 知道那個地方我能回到 我的最愛身旁兒孫們都忙 就讓他們忙離開的時候 就當我飛翔 自由飛翔
透露,我不知不覺不經意的被你佔有　那是心裡愛你的初衷在我心深處無處可躲　向你透露而全世界的寂寞即將被擺脫　夢不到昨日的惡夢在我心深處擾嚷的沉默　不再沉默這是全天下最完美的陣容　我和你　你和我狂飆愛意突然變得好猛　在此刻向你　完全透露喔 . . .你的眼睛　你的雙頰　你的笑容　你的秘密和你的星座　在我心深處建造一個　你的王國你到底有沒有發現我的不同　看著我最真實的赤裸在你心深處可否接受不再退縮　不再保留　我的透露
這個世界,欽欽＊在這個世界　有一點希望　有一點失望　我時常這麼想　在這個世界　有一點歡樂　有一點悲傷　誰也無法逃開Repeat ＊＃我們的世界　並不像你說的真有那麼壞　你又何必感慨　用你的關懷和所有的愛　為這個世界　添一些美麗色彩Repeat ＃,＃在這個世界　有一點希望　有一點失望
金多蝦,美麗的地球有美麗的海洋海洋裡住著很多生命很多魚很多蝦金多蝦 金多蝦金多蝦 金多蝦多謝你這多年來一直陪伴我唱歌金多蝦 金多蝦金多蝦 金多蝦我不管要衝啥你攏會站在我這十七歲的吉他 在   到現在攏沒變化誰知影代誌大漢之後有這麼多變化佳在有你陪我金多蝦 金多蝦金多蝦 金多蝦多謝你這多年來一直陪伴我唱歌金多蝦 金多蝦金多蝦 金多蝦我不管要衝啥 你攏會站在我這在這一直挺我 挖心挖肝感謝
金色大街,又是pm3:00的班次飛過看不出人們是歸來　或是遠走從白天到晚上都是寂寞　我以為　我可以找個窩這是刺眼的金色午後　金色的大街叫人不忍逗留我看著你笑　然後你說金色的年代該有金色的墮落我想逃　往哪裡逃　你那百毒不侵的微笑我想逃　要往哪裡逃你的喜怒哀樂都那麼美妙 在   金色大街　搖搖欲墜　就在你說不愛我的那一天無路可退　你太美　乾脆讓我死在你眼前如果這個地方　真的可以原諒得先忘掉那個男孩躺在柏油路上如果你覺得　真該有些希望就應該知道這個地方　就是這樣
