﻿name,lyric
美人魚,我在沙灘劃個圓圈　屬於我倆安逸世界　不用和別人連線　我不管你來自深淵　也不在乎身上鱗片　愛情能超越一切＃只要你在我身邊　所有蜚語流言　完全視而不見　請不要匆匆一面　一轉身就沉入海平線△傳說中你為愛甘心被擱淺　我也可以為你潛入海裏面　怎麼忍心斷絕　忘記我不變的誓言　我眼淚斷了線  在  ★現實裏有了我對你的眷戀　我願意化作雕像等你出現　再見再也不見　心碎了飄蕩在海邊　你抬頭就看見Repeat ＊,＃,△,★,△,★你　你抬頭就看見　oh yeah你　你抬頭就看見
翅膀,同樣的機場　不同世界同樣的咖啡　不同味覺同樣的我和我　都少了一些看飛機劃過天空　不見了＊用你給我的翅膀飛　我懂這不是傷悲　再高都不會累　我們都說好了　用你給我的翅膀飛　我感覺已夠安慰　烏雲也不再多　我們也不為誰掉眼淚空氣中藏著　你的香味回憶裡躲著　你的眼淚  在  最後擁抱的　溫暖還有一些我拖著行李往前　一直走Repeat ＊看一看回憶是雲朵　一朵朵的飄過若想要回頭　就無法翱翔Repeat ＊-----------[00:13]同樣的機場　不同世界[00:21]同樣的咖啡　不同味覺[00:28]同樣的我和我　都少了一些[00:35]看飛機劃過天空　不見了[02:41][01:59][00:45]用你給我的翅膀飛[02:44][02:03][00:50]我懂這不是傷悲[02:48][02:06][00:52]再高都不會累　我們都說好了[02:55][02:13][00:59]用你給我的翅膀飛[02:59][02:16][01:03]我感覺己夠安慰[03:14][03:02][02:20][01:06]烏雲也不再多　我們也不為誰掉眼淚[01:27]空氣中藏著　你的香味[01:34]回憶裡躲著　你的眼淚[01:41]最後擁抱的　溫暖還有一些[01:48]我拖著行李往前　一直走[02:27]看一看回憶[02:31]是雲朵　一朵朵的飄過[02:34]若想要回頭　就無法傲翔
聖所,希望被蒸發了以後眼淚是否還捨得流靈魂是否還能祈求徘徊在幽谷的念頭寧靜是奢侈的奢求淪陷在時線的破口這支離破碎的部落哪裡是初衷的聖所我重溫心中的寄託脈搏如火 依然執著Just follow me 感受我的力量Just follow me 我要帶你前往聖所的地方Just follow me 感覺我的釋放Just follow me 我要帶你點燃聖所的光芒我信念裡的曙光細聽著破曉的前奏放手一搏前的守候槍林彈雨裡不停留因為前進等於自由我們在逆流中搏鬥坦然失去所以擁有  在  我乘著雄風來破浪我奔向命運的宣戰未知是炯炯的目光聖所呼喚 帶你啟航Just follow me 感受我的力量Just follow me 我要帶你前往聖所的地方Just follow me 感覺我的釋放Just follow me 我要帶你點燃聖所的光芒我信念裡的曙光Just follow meJust follow me聖所的光芒Just follow me 感受我的力量Just follow me 我要帶你前往聖所的地方Just follow me 感覺我的釋放Just follow me 我要帶你點燃聖所的光芒我信念裡的曙光
聽不懂沒關係,RAP：唱什麼　你若聽不懂　無所謂　只要放輕鬆對音樂　也許不認同　爺爺也樂在其中電鋼琴　對我很服從　手指頭　彈的很從容我喚醒它在你耳邊跳動彈著琴想著心事　一幕幕畫面流逝她的細緻柔軟的雙手　像一篇童話詩她用知音的方式　看我彈琴的樣子從此以後　我的腦海　就只有一個名字唱什麼　不一定要懂　做音樂　我讓心放縱也許你　聽的很激動　耶　耶　也別太激動森林中　吹起海洋風　星空下　做著白日夢  在  我隨心所欲讓音樂帶動Rap：看　很多人常常這樣唱歌　這就是我們所謂的饒舌一下往那嘻　一下往這哈　這樣魔術般的脣型媽媽覺得不可思議這一種唱歌的方式　像拋Roti Prata的樣子一聽到音樂節奏就不停的展示媽媽妳聽不懂(沒關係啦)　我有另一種旋律帶給聽眾完全不同的感動
背對背擁抱,話總說不清楚 該怎麼明瞭一字一句像 圈套舊帳總翻不完 誰無理取鬧你的雙手甩開剛好的微妙然後戰火再燃燒我們背對背擁抱濫用沉默在咆哮愛情來不及變老葬送在烽火的玩笑我們背對背擁抱真話兜著圈子亂亂繞只是想讓我知道只是想讓你知道 愛的警告話總說不清楚 該怎麼明瞭一字一句像 圈套 yeah~舊帳總翻不完 誰無理取鬧你的雙手甩開剛好的微妙然後戰火再燃燒我們背對背擁抱  在  濫用沉默在咆哮愛情來不及變老葬送在烽火的玩笑喔...我們背對背擁抱真話兜著圈子亂亂繞只是想讓我知道只是想讓你知道 愛的警告我不要 一直到 形同陌路變成自找既然可以擁抱 就不要輕易放掉我們背對背擁抱濫用沉默在咆哮愛情來不及變老葬送在烽火的玩笑我們背對背擁抱真話兜著圈子亂亂繞只是想讓我知道只是想讓你知道 這警告只是想讓我知道只是想讓你知道 愛的 警告   友站連結： fb　
自由不變,不變不動不轉的世界剎那瞬息片刻永遠　用全心記住你的臉來來回回千萬遍突然領悟你是如何愛我＃我一直習慣簡單的　隨興的　放任的自由　不喜歡動輒得咎  在  　不溫不火日復一日無聊的生活＊沉默的瞭解的是你的溫柔　不管我錯了　對了　因為你說那就是我Repeat all once,＃,＊哦～耶～那就是我
茉莉雨,垂柳斜巷茉莉雨向晚伴殘笛宣白落筆全是妳文細膩 字飄逸 人無語梧桐秋風沙沙地孤窗外疑是妳故事遠去幾華里等結局 我猶豫 輕嘆氣琴聲裡 愁幾許 關於妳輕彈一首別離 還在愛妳緣份竟然默許 妳離去輕彈一首別離 名為茉莉雨園中花瓣落地 了斷了過去  在  而我醞釀情緒 舉杯引醉意燭火搖曳 皆因風起淚暈墨跡 我在想妳楓紅愁緒 秋冷了回憶輕彈一首別離 放不下妳吟唱心事秘密 傷繼續輕彈一首別離 名為茉莉雨雨季後我溯溪 找妳的消息古鎮老牆添綠 又一年過去庭院開滿茉莉 卻等不到妳
莎士比亞的天份,刻在樹上的字任風刮 寫著愛著一個人的故事但是文字還是文字不算話想送給妳的每一束花 想陪妳的黃昏和沙灘隨著時間枯萎 夢醒了才後悔我是一個沒勇氣的人 帶著小小年紀的天真想妳一定是不敢轉身 臉上微笑心捨不得我沒有莎士比亞的天份 寫出我們的喜怒哀樂但在這一刻寫了一個完結篇 失去了妳刻在樹上的字任風刮 寫著愛著一個人的故事但是文字還是文字不算話想送給妳的每一束花 想陪妳的黃昏和沙灘隨著時間枯萎 夢醒了才後悔  在  我是一個沒勇氣的人 帶著小小年紀的天真想妳一定是不敢轉身 臉上微笑心捨不得我沒有莎士比亞的天份 寫出我們的喜怒哀樂但在這一刻寫了一個完結篇 失去了妳我是一個沒勇氣的人 帶著小小年紀的天真想妳一定是不敢轉身 臉上微笑心捨不得我沒有莎士比亞的天份 寫出我們的喜怒哀樂但在這一刻寫了一個完結篇 失去了妳但在這一刻寫了一個完結篇　失去了妳
街道, 節奏正在跳躍　音樂在狂叫要我們　Get down　Get down天黑不睡覺　天亮還在耗　日夜早顛倒　顛倒霓虹燈在閃耀　對拍著心跳要我們　Get down　Get down不同的顏色　混搭的出色　這就是街道　街道誰主角　路人彼此在掃描哪一招　褲管捲的很花俏哇靠(哇嘮)在玻璃櫥窗　瞪著限量公仔　卻買不到又跌倒　滑板功力還沒到安全帽　流汗總比流血好美眉　手機拿很高　用力嘟著小嘴　拍大頭照  在  這是我們的街道　潮流變換的符號混搭自己的味道　誰要跟風就　統統遜掉潮牌就該炫燿　耍帥就耍到爆讓我們大聲叫　為這個城市尖叫　Come on節奏正在跳躍　音樂在狂叫要我們　Get down　Get down天黑不睡覺　天亮還在耗　日夜早顛倒　顛倒霓虹燈在閃耀　對拍著心跳要我們　Get down　Get down不同的顏色　混搭的出色　這就是街道　街道
表達愛(& 廖君),我們擦身而過風捲起了沉睡的什麼情緒在慫恿 撐開了懵懂有一種衝動決定不沉默畢竟有感覺的人不多我不想就此錯過眼睜睜看愛就這樣過嗎至少我和你可以說說話證明剛剛發生過什麼...用表白 換一份期待能不能就少一點忐忑 無奈心還 繞著你徘徊難道 真是愛淚水流過 才明白  在  愛不愛 原來心裡早已 存在幸福 不在千里外讓我勇敢 表達愛...用表白 換一份期待能不能就少一點忐忑 無奈心還 繞著你徘徊難道 真是愛淚水流過 才明白愛不愛 原來心裡早已 存在幸福 不在千里外讓我勇敢 表達愛...讓我勇敢 表達愛...[ti:表達愛][ar:&廖君][al:][by:習]
被風吹過的夏天,女聲：金莎還記得昨天　那個夏天微風吹過的一瞬間　似乎吹翻一切　只剩寂寞肯沉澱(如今)風依舊在吹　秋天的雨跟隨　心中的熱卻不退彷彿繼續閉著雙眼　熟悉的臉　又(會)浮現　在眼前藍色的思念　突然演變成了　陽光的夏天空氣中的溫暖　不會很遙遠　冬天也彷彿　不再留戀綠色的思念　揮手對我說一聲'四季不變'不過一季的時間　又再回到從前　那個被風吹過的夏天  在  (文案)被風吹過的夏天...創作的第一首男女對唱歌曲聽見愛情最純真的心情看見在這首歌裡因為一個女孩 作夢也傷心在這被風吹過的夏天裡現在這女孩 名叫金莎
裂縫中的陽光,峰有多少創傷卡在咽喉 有多少眼淚滴濕枕頭有多少你覺得不能夠 被懂的痛 只能沉默有多少夜晚沒有盡頭 有多少的寂寞 無人訴說有多少次的夢 還沒作 已成空等到黑夜翻面之後 會是新的白晝等到海嘯退去之後 只是潮起潮落別到最後你才發覺 心裡頭的野獸還沒到最終就已經罷休心臟沒有那麼脆弱 總還會有執著人生不會只有收穫 總難免有傷口不要害怕生命中 不完美的角落陽光在每個裂縫中散落就算一切重來又怎樣 讓你的心在我心上跳動  在  每個逐漸暗下來的夜 一起走過等到黑夜翻面之後 會是新的白晝等到海嘯退去之後 只是潮起潮落別到最後你才發覺 心裡頭的野獸還沒到最終就已經罷休心臟沒有那麼脆弱 總還會有執著人生不會只有收穫 總難免有傷口不要害怕生命中 不完美的角落陽光在每個裂縫中散落不如就勇敢打破 生命中的裂縫陽光就逐漸灑滿了其中
西界,陽光越過窗沿　我在陰影裡面才過正午十三點　就漆黑一片沒有人看的見 我心深處的陰暗面＃只能眺望東邊　你的世界太遠　撐到想像的極限　幸福有多甜　可黑夜已吞噬我　就是拉不到你的手＊因為我活在西邊　只擁有半個白天　一到午後夜色就蔓延  在  　雖然和你面對面　卻看不到我的臉　感覺到你不安的視線　在西界的那一邊　只能有半個白天　暗自祈禱上天的垂憐　在長夜的邊緣　給我一絲光線　讓你能多看我一眼Repeat　＃,＊,＊
記得(Remember),誰還記得　是誰先說　永遠的愛我以前的一句話　是我們以後的傷口過了太久　沒人記得　當初那些溫柔我和你手牽手　說要一起　走到最後我們都忘了　這條路走了多久心中是清楚的　有一天　有一天都會停的讓時間說真話　雖然我也害怕在天黑了以後　我們都不知道會不會有以後誰還記得　是誰先說　永遠的愛我以前的一句話　是我們以後的傷口過了太久　沒人記得　當初那些溫柔我和你手牽手　說要一起　走到最後我們都累了　卻沒辦法往回走  在  兩顆心都迷惑　怎麼說　怎麼說都沒有救親愛的為什麼　也許你也不懂兩個相愛的人　等著對方先說想分開的理由誰還記得　愛情開始變化的時候我和你的眼中　看見了不同的天空走得太遠　終於走到分岔路的路口是不是你和我　要有兩個　相反的夢誰還記得　是誰先說　永遠的愛我以前的一句話　是我們以後的傷口過了太久　沒人記得　當初那些溫柔我和你手牽手　說要一起　走到最後我和你手牽手　說要一起　走到最後
記得,誰還記得　是誰先說永遠的愛我　以前的一句話是我們以後的傷口　過了太久　沒人記得　當初那些溫柔　我和你手牽手說要一起走到最後我們都忘了　這條路走了多久心中是清楚的　有一天有一天都會停的讓時間說真話　雖然我也害怕在天黑了以後　我們都不知道會不會有以後Repeat ＊  在  我們都累了　卻沒辦法往回走兩顆心都迷惑　怎麼說怎麼說都沒有救親愛的為什麼　也許你也不懂兩個相愛的人　等著對方先說想分開的理由誰還記得　愛情開始變化的時候我和你的眼中看見了不同的天空走得太遠　終於走到分岔路的路口是不是你和我要有兩個相反的夢Repeat ＊我和你手牽手說要一起走到最後
讓我心動的人已好久沒有你的消息　好久都沒有和你談心好想念你　總愛對我說　你近來痘痘怎麼那麼多如今你是否還留長髮　你是否仍每夜遲回家你是不是　還愛咬指甲　Oh girl 我今夜好想你呀＊夢　若和你的一切都是夢　那為何我會心動　誰　為了誰　為了誰心動在分分鐘  在  ＃風它不肯說　雲悄悄飄過　黑夜它依舊沉默　只有天上一顆星星說　她睡了　你是否也該休息了△風它不肯說　雲悄悄飄過　心跳卻說服我　沒有錯　讓我心動的人　是誰呀　願那在夢中的你會懂Repeat ＊,＃,△,△
豆漿油條,喝純白的豆漿　是純白的浪漫望著你可愛臉蛋　和你純真的模樣我傻傻對你笑　是你憂愁解藥你說我就像油條　很簡單卻很美好＊我知道　你和我　就像是豆漿油條　要一起　吃下去　味道才會是最好　你需要我的傻笑　我需要你的擁抱　愛情就是要這樣　它才不會淡掉  在  ＃我知道　有時候　也需要吵吵鬧鬧　但始終　也知道　只有你對我最好　豆漿離不開油條　讓我愛你愛到老　愛情就是要這樣　它才幸福美好△我知道　都知道　你知道　你都知道　好不好　別偷笑　笑　讓我知道(就好)我喝完熱豆漿　卻念著還想要你吃完金黃油條　愛情又要再發酵Repeat ＊,＃,△,△()
起床了,虛擬的善惡戰　落在另一天堂我在其中迷惘了悲傷　魔血噴出飛濺虛擬的善惡戰　回到現實中也一樣就算活在天堂太陽露出來了　夢境開始和現實接軌　人　於是慢慢甦醒然後停格　那　到底哪一邊才是真實　睡夢還是甦醒
超越無限,別小看努力的人 眼神撩人 電力無邊無際無窮無影腳忙著追夢  always ahead 背影總在最最前面夢想沿著現實攀岩 蠢蠢欲動 未來決定在我 oh我不管你是怎麼看我 不用分類 我的堅持難改變oh 一遍遍 吶喊直到分貝突破極限 ohoh 一遍遍 超越再超越的速度變得更快當你還沒相信 也還沒眨眼 我 一再超越無限衝過安全界線 再安全上壘 我 一再超越無限  在  oh wow 你不要分分鐘的拖延oh wow 我正在分分鐘的實現 (還沒到時候懷念從前)我一路超速時間 遙遙領先 你意料之外的期限汗水蒸發在昨天 我的今天 都為了更強的明天夢想沿著現實攀岩 蠢蠢欲動 未來決定在我 oh我不管你是怎麼看我 不如聯手 讓世界動起來
距離,在距離三公里的位置　我在這裏　想像心中的你的呼吸同樣的熄著燈的窗子　你在那裏　聽不到我呼吸著分離＊我走向前　你看不見　真的遙遠　就連嘆息　影子聽見　也似無言　你走向前　我看不見　你的思念　你和我之間　刻著一條界線　不曾有改變保留著三公分的距離　我的眼裏　填滿著整個我愛的你  在  坐在同一張四方桌子邊　你的眼裏　讀不到眷著我的訊息Repeat ＊當愛離開之前　能多苦　能多深　能多甜距離是你走過我身邊Repeat ＊你和我之間　刻著一條界線　不曾有改變
跟屁蟲,這麼一雙鞋 品牌奇怪 真的奇怪它的勾勾 怎麼倒反那 運動襯衫 也是奇怪也夠奇怪 為什麼 鱷魚會撐傘Hey YO Tell Me I don't know whyHey YO Why 偶像歌手都有山寨版Hey YO Tell Me What's on your mind搞 這麼的像 這麼的爛 這麼寒酸 怎麼的辦贏了就是貓熊 輸了就是狗熊創意死於模仿有什麼用  在  開創你的未來 命運自己主宰別只作個冒牌當跟屁蟲 當跟屁蟲…有什麼用就是跟屁蟲 有什麼用這 一個漢堡 品牌奇怪 真的奇怪黃色的M為何倒反那 兒童品牌 也是奇怪也夠奇怪 為什麼 Kitty有瀏海Hey YO Tell Me I don't know whyHey YO Why 偶像歌手都有山寨版Hey YO Tell Me What's on your mind搞 這麼的像 這麼的爛 這麼寒酸 怎麼的辦
身為風帆,偶爾只能夠轉彎偶爾必須搶灘偶爾微笑看海洋多寬偶爾淪為瓶中船身為風帆 終要瀏覽乘風破浪之餘的孤單不解釋 是改變別人太困難暗湧蠢動 身為風帆 終要能釋然萬流交錯難免有不堪不死灰 是有愛讓我 能蔚藍得到用失去來換固執用痛償還  在  甜酸總輪流相互陪伴苛求圓滿太貪婪從劫後餘生 身為風帆 終要拓展當初絕對自我的獨斷生存中 沒所謂標準答案冷暖自知 身為風帆 學順其自然接受代替不滿的吶喊去擁抱 才是真實的勇敢去流浪 才更確定誰讓我 有岸[ti:身為風帆][ar:][al:偉大的渺小][by:噗雷萬]
轉動,還來不及看你最靦腆的笑容任性的時間卻不肯停止轉動總在落幕後 才學會如何 珍重他們總愛流言蜚語言不由衷突然我明白你有多孤獨惶恐淚水淹沒了 愛要在哪裡 降落你讓真愛 轉動 讓自己不停夢身在其中 繞成圓周 悲歡都全被你 包容你讓靈魂 轉動 用愛燃燒夜空無可取代的 你在我心目中因為你 讓生命感動所謂整個世界原來只是你我也許生命只有兩個簡單選擇誰來當觀眾 誰在劇情中 嗚~渺小的我因為你而勇敢的夢  在  但願我能對著你說你多獨特就在不言中 感謝你一路 陪我你讓真愛 轉動 讓自己不停夢身在其中 繞成圓周 悲歡都全被你 包容你讓靈魂 轉動 用愛燃燒夜空無可取代的 你在我心目中因為你 讓生命感動wu..oh.....yeah~~~~oh......你讓真愛 轉動 讓自己不停夢身在其中 繞成圓周 悲歡都全被你 包容你讓靈魂 轉動......oh...... (用愛燃燒夜空)wu...yeah.......... (無可取代的 你在我心目中)因為你 讓生命 感動無可取代的 你在我心目中因為你 讓生命 感動
進化論,川他近水樓台 就地取材 手到擒來我在他面前卻像 隔著 山脈山伯和英台 一封留言 排山倒海愛她的紙片 把我說成 呆過了幾千年 愛情的寶典 祖先沒傳下來達爾文的臉 黑丫丫一片 進化論解不開(討厭現在) 多情容易被出賣(討厭古代) 緣份只靠等待(討厭未來) 那承諾太容易腐敗(快轉倒帶) 結果總是一樣壞馬車的輪胎 翻山越嶺 都要表白跑車跑的快 只為早點 Bye  在  (討厭現在) 多情容易被出賣(討厭古代) 緣份只靠等待(討厭未來) 那承諾太容易腐敗(快轉倒帶) 結果總是一樣壞活了幾千年 愛情的臉 跟隨著進化在改變悄悄的出現 疫苗看不見 誰拿感情來當消遣(討厭現在) 多情容易被出賣(討厭古代) 緣份只靠等待(討厭未來) 那承諾太容易腐敗(快轉倒帶) 結果總是一樣壞(討厭現在 討厭古代) 緣份只靠等待(討厭未來 快轉倒帶) 最後結果總是一樣壞
進階,告別的時刻已到了隨身的行囊 裝些快樂前方被烏雲籠罩了心中在拉扯 困獸在低吼隱隱約約的沈默透露一絲絲苦澀願你不再被傷透別再帶著淚入睡曲曲折折的世界答案不一定絕對傷口因為愛壯烈讓我們同步進階重生的力量來自真我戰勝可敬的對手 yeah堅持信念是我的所有抵達心中的遼闊 yeah有失去的 該進階的有遺憾的 該進階的放不下的 該進階的yeah 聖所的光芒指引方向oh跨越了浩劫曙光漸亮 oh  在  希望因掙扎破滅了再別無所求 於是自由 oh逆著風孤獨的英雄也渴望停泊 可說不出口隱隱約約的沈默透露一絲絲苦澀願你不再被傷透別再帶著淚入睡曲曲折折的世界答案不一定絕對傷口因為愛壯烈讓我們同步進階重生的力量來自真我戰勝可敬的對手 yeah堅持信念是我的所有抵達心中的遼闊 yeah有失去的 該進階的有遺憾的 該進階的放不下的 該進階的yeah 聖所的光芒指引方向oh跨越了浩劫曙光漸亮 oh
那些你很冒險的夢(Those Were The Days),當兩顆心開始震動當你瞳孔學會閃躲當愛慢慢被遮住只剩下黑距離像影子被拉拖當愛的故事剩聽說我找不到你單純的面孔當生命每分每秒都為你轉動心多執著就加倍心痛那些你很冒險的夢 我陪你去瘋摺紙飛機 碰到雨天 終究會墜落太殘忍的話我直說 因為愛很重你卻不想懂 只往反方向走當愛的故事剩聽說我找不到你單純的面孔當生命每分每秒都為你轉動  在  心有多執著就加倍心痛那些你很冒險的夢 我陪你去瘋摺紙飛機 碰到雨天 終究會墜落太殘忍的話我直說 因為愛很重你卻不想懂 只往反方向走我不想放手 你鬆開的左手你愛的放縱 我白不回天空我輸了 累了 當你再也不回頭那些你很冒險的夢 我陪你去瘋摺紙飛機 碰到雨天 終究會墜落太殘忍的話我直說 因為愛很重你卻不想懂 只往反方向走你真的不懂 我的愛已降落
那些你很冒險的夢,當兩顆心開始震動當你瞳孔學會閃躲當愛慢慢被遮住只剩下黑距離像影子被拉拖當愛的故事剩聽說我找不到你單純的面孔當生命每分每秒都為你轉動心多執著就加倍心痛那些你很冒險的夢 我陪你去瘋摺紙飛機 碰到雨天 終究會墜落太殘忍的話我直說 因為愛很重你卻不想懂 只往反方向走當愛的故事剩聽說我找不到你單純的面孔當生命每分每秒都為你轉動心有多執著就加倍心痛  在  那些你很冒險的夢 我陪你去瘋摺紙飛機 碰到雨天 終究會墜落太殘忍的話我直說 因為愛很重你卻不想懂 只往反方向走我不想放手 你鬆開的左手你愛的放縱 我白不回天空我輸了 累了 當你再也不回頭那些你很冒險的夢 我陪你去瘋摺紙飛機 碰到雨天 終究會墜落太殘忍的話我直說 因為愛很重你卻不想懂 只往反方向走你真的不懂 我的愛已降落
醉赤壁,落葉堆積了好幾層 而我踩過青春 聽見 前世誰在淚語紛紛一次緣分結一次繩 我今生還在等 一世 就只能有一次的認真確認過眼神 我遇上對的人 我揮劍轉身而鮮血如紅唇前朝記憶渡紅塵 傷人的不是刀刃 是妳轉世而來的魂確認過眼神 我遇上對的人 我策馬出征 馬蹄聲如淚奔青石板上的月光照進這山城我一路的跟 妳輪迴聲 我對妳用情極深洛陽城旁的老樹根 像回憶般延伸 妳問 經過是誰的心跳聲我拿醇酒一罈飲恨 妳那千年眼神 是我 醉醉墜入赤壁的 傷痕  在  確認過眼神 我遇上對的人 我揮劍轉身而鮮血如紅唇前朝記憶渡紅塵 傷人的不是刀刃 是妳轉世而來的魂確認過眼神 我遇上對的人 我策馬出征 馬蹄聲如淚奔青石板上的月光照進這山城我一路的跟 妳輪迴聲 我對妳用情極深確認過眼神 我遇上對的人 我策馬出征 馬蹄聲如淚奔青石板上的月光照進這山城我一路的跟 妳輪迴聲 我對妳用情極深我一路的跟 妳輪迴聲 我對妳用情極深
關鍵詞,好好愛自己 就有人會愛你 這樂觀的說詞幸福的樣子 我感覺好真實 找不到形容詞沉默在掩飾 快氾濫的激情 只剩下語助詞有一種踏實 當你口中喊我名字落葉的位置 譜出一首詩 時間在消逝 我們的故事開始這是第一次 讓我見識愛情可以慷慨又自私你是我的關鍵詞我不太確定 愛最好的方式 是動詞或名詞很想告訴你 最赤裸的感情 卻又忘詞  在  聚散總有時 而哭笑也有時 我不怕潛台詞有一種踏實 是你心中有我名字落葉的位置 譜出一首詩 時間在消逝 我們的故事開始這是第一次 讓我見識愛情可以慷慨又自私你是我的關鍵詞你藏在歌詞 代表的意思 是專有名詞落葉的位置 譜出一首詩 我們的故事才正要開始這是第一次 愛一個人愛得如此慷慨又自私你是我的關鍵詞[ti:關鍵詞][ar:][al:和自己對話][by:GetNoTogether]
陌生老朋友(Dear Friend),Tell it to me now,how you do itTell it to me now,'cos I can't fake itTell it to me now,let's just kick itIt's my turn now,hear me out問候太客套 不要太像社交不如胡說八道 yeah找你不好找 不稀罕什麼心照不如多幾張合照 yeah寧願久不久聽你為生活發點牢騷有趣無趣也聊它一聊我珍惜那無聊誰說見面不重要 淡淡如水的君子之交心有靈犀的境界多高 我不信那一套陌生老朋友 這樣的稱號要不要小人就小人 友情不用搞得太深奧永遠遙遠地微笑 這樣的關係要不要小人就小人 甜如蜜的來往有多好有什麼不好 yeahTell it to me now,how you do itTell it to me now,'cos I can't fake itTell it to me now,let's just kick it  在  It's my turn now寧願久不久 有事沒事也說說笑笑不要有事才互相請教歡迎隨便打擾原諒我受不了淡淡如開水君子的神交不怕有磨擦吵吵鬧鬧 只怕太有禮貌陌生老朋友 這樣的稱號要不要小人就小人 友情不用搞得太深奧永遠遙遠地微笑 這樣的關係要不要小人就小人 甜如蜜的來往有多好有什麼不好 yeah陌生老朋友 這樣的稱號要不要小人就小人 友情不用搞得太深奧永遠遙遠地微笑 這樣的關係要不要小人就小人 一年一度問你好不好你說好不好 yeah
除了愛你還能愛誰,德生rence Teo大雨過後霓虹的世界半片土司冷掉的咖啡熱鬧的街烤香腸的香味想起遠方你的夜也許流浪是我的事業在你心中我沒有地位敲著琴鍵唱不出的心碎你忘了你的誓約城市的屋頂都是天線卻收不到從前飛機劃過我頭上的天希望它為我帶走一切除了愛你還能愛誰你留下的世界已支離破碎我可以無所謂只要你自覺無後悔愛的更對除了愛你還能愛誰如果時間能讓思念繼續宿醉已幻滅的愛情至少有人還有幸福  在  Maybe all we need is timeSomething's telling me it might be youAnd it's telling me it might be youI've been singing love songs and lullabiesAnd there're so much moreNo one's ever heard beforeSomething's telling me it might be youYeah it's telling me it must be youAnd I'm feeling it'll just be youAll of my life ohI've been waiting for all of my life ohMay be it's you除了愛你還能愛誰你留下的世界已支離破碎我可以無所謂只要你自覺無後悔愛的更對除了愛你還能愛誰如果時間能讓思念繼續宿醉已幻滅的愛情至少有人還有幸福給你祝福我給你祝福I've been waiting all of my life ohI'll be waiting all of my life  
陰差陽錯,陰差陽錯轉了這一圈扭轉時間昨日在今天用我雙手輕撫你的臉時間和距離無法分開我們習慣你嘮叨的所謂真理離開了你卻化不開滿是過往的記憶要我放棄絕對我不聽如果看不開  在  我怎麼活過來愛看著你我的心在燒無奈自責的煩惱也許我自己太在意失去你無法忍受沒有你沉默孤寂看著你我心在跳抱著希望慢慢熬我鼓起最後的一份力撐下去相信真愛就在我醒來的新世紀
